customer_id;trans_date;tran_amount
CS4245;22-sep-11;103
CS3552;3-nov-12;79
CS1960;6-mar-15;82
CS1369;5-mar-14;86
CS5564;8-abr-13;87
CS2609;2-jun-11;64
CS1379;22-mar-13;93
CS1267;17-abr-12;87
CS2359;21-sep-13;77
CS1704;7-may-14;102
CS1202;17-sep-13;98
CS1947;23-ene-14;98
CS5043;8-ene-13;42
CS5739;8-dic-12;49
CS4815;3-jun-13;79
CS5847;8-feb-15;52
CS2800;4-ene-13;73
CS2666;1-may-14;40
CS5071;26-mar-12;95
CS1483;4-dic-12;36
CS2713;25-abr-12;95
CS5597;25-ago-13;44
CS2320;21-oct-13;82
CS5829;16-sep-11;84
CS4660;14-nov-14;45
CS2687;27-jul-12;50
CS1781;19-dic-12;96
CS5687;21-abr-14;87
CS3733;26-abr-14;79
CS2787;23-nov-14;40
CS1184;21-nov-13;43
CS4558;29-mar-12;40
CS2223;16-oct-12;63
CS4301;10-jul-12;53
CS3305;31-mar-13;54
CS3164;27-nov-14;81
CS5260;18-jun-13;64
CS1307;27-dic-12;82
CS4651;13-dic-14;81
CS2297;25-ene-12;47
CS1841;3-mar-15;48
CS5397;20-may-11;93
CS3552;30-dic-13;53
CS5209;26-ago-14;51
CS1844;25-dic-11;70
CS5003;25-oct-14;82
CS4686;23-ago-13;91
CS4717;7-feb-14;103
CS2388;29-may-13;63
CS5090;3-jul-12;94
CS3718;14-jun-14;43
CS2407;6-ene-12;42
CS5399;11-abr-14;93
CS2552;8-ene-12;94
CS4946;27-sep-12;54
CS4924;6-abr-13;73
CS2573;21-jul-13;81
CS1136;31-may-12;49
CS1123;16-feb-14;91
CS4216;4-jun-11;39
CS5604;18-abr-14;52
CS4067;11-jul-12;89
CS5037;12-mar-15;104
CS2661;6-may-13;103
CS4916;18-dic-13;42
CS5674;29-nov-12;46
CS1545;21-dic-13;94
CS3918;7-jun-12;63
CS3073;2-ago-12;61
CS2884;10-ago-13;57
CS1422;11-mar-15;95
CS5720;2-ago-11;82
CS2454;11-mar-12;87
CS2732;2-jun-11;93
CS4184;4-mar-12;66
CS4061;15-may-13;74
CS2643;8-nov-13;41
CS5105;17-sep-13;77
CS2272;23-sep-11;102
CS1329;18-oct-12;59
CS2288;31-ago-12;105
CS5390;11-jun-11;85
CS2918;24-abr-13;104
CS4960;15-jul-12;65
CS2660;25-jun-12;67
CS1501;28-sep-14;53
CS3189;12-nov-14;104
CS5651;16-ene-14;60
CS1413;16-ene-15;75
CS4547;2-jul-14;60
CS2628;26-may-13;61
CS3479;6-jun-11;85
CS5323;17-jul-12;39
CS1584;11-dic-14;60
CS2734;5-may-12;60
CS4567;21-jul-14;56
CS2987;30-nov-11;104
CS1706;29-ago-14;87
CS3355;20-oct-13;80
CS2657;11-jul-14;101
CS3201;20-mar-14;97
CS6085;16-nov-11;80
CS1959;13-dic-11;47
CS6072;15-ene-13;41
CS5403;1-nov-13;70
CS1660;14-dic-11;74
CS5760;18-nov-12;38
CS3148;6-nov-11;103
CS3415;6-mar-14;102
CS3932;8-may-12;74
CS2349;20-mar-12;61
CS5833;4-oct-11;66
CS4279;4-feb-12;83
CS4639;16-may-13;74
CS4429;7-sep-11;48
CS5364;4-dic-14;62
CS4381;27-feb-12;51
CS1400;16-jun-14;45
CS3234;8-may-13;95
CS3454;26-dic-14;95
CS5718;1-feb-13;69
CS1910;1-ene-15;55
CS3135;2-ago-13;67
CS2138;5-mar-12;58
CS1363;10-ene-13;36
CS3043;16-mar-13;68
CS1928;2-mar-13;54
CS3785;9-sep-12;52
CS4510;11-sep-12;42
CS1591;14-nov-11;39
CS3630;20-abr-14;48
CS5537;11-ene-12;67
CS2167;18-sep-11;40
CS2252;3-jun-11;65
CS5448;17-may-12;102
CS4661;2-dic-13;44
CS4480;30-ene-13;94
CS2277;27-oct-11;100
CS6076;17-feb-15;90
CS3285;21-ago-12;50
CS5397;30-mar-14;75
CS1567;27-nov-11;50
CS4145;28-may-14;88
CS2785;26-oct-11;66
CS1887;14-jul-12;37
CS1795;24-abr-13;91
CS2168;16-nov-13;99
CS2085;27-abr-14;77
CS4629;21-nov-13;57
CS4707;11-jun-13;61
CS2689;17-ene-13;67
CS3232;13-ene-14;76
CS3101;13-ago-12;81
CS6015;17-may-11;81
CS3432;1-abr-13;53
CS4970;7-oct-14;84
CS4522;29-nov-11;37
CS1469;7-jun-13;68
CS5389;19-feb-13;52
CS3865;19-mar-13;41
CS2029;14-abr-13;35
CS5187;29-may-11;104
CS2319;18-nov-14;40
CS5319;19-jul-12;63
CS3242;15-nov-11;47
CS5945;11-jul-13;72
CS1993;24-abr-12;70
CS2453;28-abr-13;105
CS5667;4-jul-12;37
CS2707;22-abr-12;58
CS2097;21-ene-15;86
CS3610;23-feb-13;41
CS2422;6-ene-15;84
CS6031;30-sep-14;98
CS5359;19-ago-11;77
CS2649;30-nov-14;70
CS3713;30-nov-13;43
CS1228;1-dic-11;104
CS1228;19-jun-12;65
CS3972;10-ene-13;80
CS3898;4-oct-13;99
CS1794;23-feb-15;49
CS3020;9-feb-15;42
CS5668;22-jul-13;54
CS4613;17-jun-12;101
CS4822;18-sep-12;41
CS2671;21-jul-11;91
CS1511;20-abr-12;60
CS5660;20-sep-13;85
CS4406;21-nov-13;94
CS3683;14-mar-14;82
CS2902;27-nov-14;105
CS2094;4-oct-12;36
CS1753;28-ago-13;79
CS2778;17-dic-12;70
CS5244;2-jul-14;76
CS2015;9-mar-14;99
CS5055;14-oct-13;98
CS4778;27-may-11;103
CS5237;19-dic-12;63
CS3959;18-mar-14;53
CS3029;10-sep-12;42
CS4770;11-mar-13;59
CS3325;27-may-13;58
CS1234;20-sep-14;36
CS5436;15-dic-13;38
CS5795;9-sep-13;95
CS1282;28-mar-14;72
CS1612;25-feb-15;39
CS2401;2-may-14;91
CS4472;5-sep-14;93
CS3738;1-nov-13;69
CS1397;24-mar-12;94
CS2674;22-sep-11;94
CS4965;15-abr-13;63
CS4754;22-mar-12;38
CS4668;2-ene-13;101
CS5039;24-jul-14;103
CS2368;22-jul-11;71
CS4992;8-dic-14;51
CS3257;17-dic-12;62
CS2083;23-may-11;83
CS4604;25-dic-13;84
CS6022;21-abr-13;40
CS1457;24-jun-11;44
CS5417;15-dic-13;93
CS1290;14-mar-13;103
CS4781;27-feb-15;69
CS4591;23-dic-14;48
CS2345;9-sep-12;45
CS3946;17-abr-13;75
CS3788;19-mar-14;41
CS3017;9-abr-13;85
CS3437;30-ene-14;105
CS2980;30-sep-14;75
CS3161;21-nov-14;92
CS5587;12-ago-14;101
CS6105;28-abr-12;85
CS1881;16-oct-13;73
CS3521;5-dic-11;77
CS3640;3-abr-13;50
CS4871;29-ene-12;88
CS4387;25-ago-12;100
CS4424;10-sep-11;68
CS3510;16-oct-14;35
CS5773;3-dic-12;59
CS2055;29-ago-13;80
CS2550;18-dic-11;47
CS3975;11-dic-13;73
CS2524;29-jul-14;90
CS4855;1-dic-12;82
CS6053;23-ene-12;45
CS2814;8-mar-12;83
CS2834;5-jul-13;79
CS2655;9-oct-14;35
CS1421;15-dic-11;79
CS4308;11-jun-11;80
CS2266;24-ene-13;83
CS4475;31-jul-13;85
CS2734;31-oct-12;43
CS2370;22-ago-14;38
CS4766;11-abr-12;90
CS5948;23-ene-15;68
CS4513;13-nov-11;81
CS3436;10-sep-12;68
CS2821;18-jul-14;77
CS2450;28-abr-12;63
CS4533;15-nov-13;73
CS3247;30-sep-13;77
CS5990;21-oct-11;78
CS2785;8-dic-13;88
CS4974;22-ago-12;36
CS1780;27-abr-14;46
CS3747;5-mar-13;54
CS1411;19-ene-15;104
CS3166;1-oct-11;75
CS4665;6-abr-12;53
CS4011;22-ago-14;50
CS1506;21-ago-12;98
CS1119;19-abr-14;66
CS2468;29-mar-14;53
CS1404;5-abr-12;71
CS1757;10-jun-14;39
CS3702;7-oct-14;37
CS2866;5-nov-13;56
CS5953;25-may-14;86
CS4989;8-feb-13;54
CS1251;29-nov-13;86
CS5182;16-abr-14;82
CS3679;11-abr-14;52
CS4038;9-ago-14;69
CS1929;10-sep-13;36
CS4233;8-oct-14;69
CS2708;25-oct-12;38
CS1869;12-abr-14;62
CS4345;17-oct-11;53
CS3089;5-ago-12;74
CS2061;8-jun-11;51
CS3877;21-sep-14;43
CS5511;3-abr-13;79
CS4659;30-ene-15;49
CS2966;7-ago-11;42
CS1545;14-sep-13;63
CS5103;1-mar-12;92
CS5846;15-feb-14;99
CS4139;2-jul-13;91
CS5456;15-jun-11;35
CS3488;20-jun-11;61
CS4059;18-ago-14;54
CS5137;25-jul-12;94
CS1988;7-mar-12;78
CS2150;6-nov-13;72
CS4389;15-nov-14;46
CS2280;24-feb-13;50
CS1588;8-nov-14;50
CS1455;24-jun-12;105
CS1468;14-feb-15;95
CS1472;3-jun-11;35
CS2714;14-oct-14;61
CS2604;11-sep-13;90
CS4222;3-nov-12;98
CS5737;19-ago-11;49
CS5954;4-oct-13;97
CS1920;22-nov-14;49
CS5538;20-jul-14;77
CS6037;22-jul-12;90
CS1315;21-jun-13;102
CS4315;27-feb-13;97
CS5016;1-nov-11;88
CS2492;20-ene-14;44
CS4031;21-ene-15;59
CS3066;10-ago-12;68
CS2004;16-mar-13;83
CS1582;29-sep-14;85
CS4746;7-ago-11;55
CS2157;17-ago-12;80
CS1435;3-ene-13;78
CS5731;5-jul-14;82
CS3944;26-mar-12;83
CS3885;22-jun-13;65
CS1117;15-jul-13;94
CS2115;9-jul-14;97
CS4901;21-oct-11;81
CS5574;18-dic-12;90
CS3752;14-nov-11;87
CS2400;15-ene-13;37
CS2914;8-mar-14;104
CS3458;22-feb-13;100
CS3867;20-feb-13;70
CS3163;20-jul-13;63
CS4171;1-dic-11;59
CS3237;24-feb-15;42
CS1928;6-dic-12;53
CS4284;6-dic-12;73
CS3625;4-sep-11;78
CS5375;9-nov-14;95
CS5642;20-ago-12;38
CS1953;2-dic-13;96
CS2427;16-jun-11;92
CS2649;4-dic-13;105
CS4461;8-ago-14;82
CS2171;23-feb-13;75
CS5781;23-abr-12;94
CS4343;19-jun-11;50
CS1463;28-ago-14;52
CS4450;6-mar-14;43
CS4004;17-abr-14;78
CS4829;19-sep-11;53
CS2665;12-jun-14;57
CS2878;9-sep-14;35
CS1501;24-feb-13;59
CS2178;21-abr-12;42
CS3232;22-ene-14;63
CS4233;15-ago-11;93
CS4369;9-sep-12;83
CS2974;31-mar-13;97
CS5545;18-jul-13;87
CS1384;5-feb-13;44
CS1967;30-oct-11;59
CS3791;3-sep-13;88
CS2030;26-oct-13;93
CS3063;1-dic-14;70
CS2404;2-jun-11;87
CS2454;28-abr-12;86
CS1525;25-dic-13;44
CS3934;12-sep-11;89
CS5012;16-may-11;44
CS2619;18-dic-14;105
CS3005;27-feb-12;44
CS2696;23-ene-14;98
CS4550;28-dic-13;40
CS2189;24-jul-13;105
CS1458;14-ago-11;48
CS4940;16-dic-14;48
CS4375;27-nov-12;51
CS5039;5-ago-11;50
CS5398;27-jun-14;96
CS3923;11-feb-14;96
CS4062;13-mar-15;74
CS2191;30-mar-12;43
CS5924;29-sep-14;37
CS2957;13-mar-14;103
CS4870;31-may-11;59
CS5810;13-oct-11;53
CS4609;22-ago-12;40
CS3371;28-may-11;47
CS1609;4-mar-13;91
CS5053;13-jul-12;100
CS1660;24-feb-15;77
CS4668;29-may-13;66
CS2053;30-sep-14;87
CS1328;12-ago-13;47
CS1773;27-may-11;57
CS5539;16-ago-14;82
CS2801;10-jun-11;101
CS2962;13-ene-14;42
CS2544;23-oct-12;81
CS4717;14-ene-14;63
CS3846;7-mar-15;57
CS3339;23-jun-11;76
CS2502;23-may-12;100
CS5036;4-oct-14;61
CS3042;10-feb-15;66
CS5139;13-jul-11;97
CS6059;1-nov-14;87
CS5558;18-jun-11;60
CS2520;18-jun-12;72
CS1988;13-ene-15;51
CS3424;23-feb-12;54
CS4122;28-jul-11;69
CS2635;22-feb-12;61
CS5256;11-dic-12;70
CS2115;22-sep-11;60
CS3709;14-jun-14;87
CS5097;23-oct-13;43
CS3229;27-ago-11;84
CS3320;18-dic-14;75
CS3756;1-mar-13;77
CS2519;6-nov-14;83
CS2251;31-oct-11;67
CS3083;3-sep-12;85
CS1740;3-nov-13;103
CS1216;24-jul-14;99
CS4199;18-feb-14;45
CS2489;15-abr-12;62
CS3678;20-mar-13;44
CS2296;18-mar-14;69
CS2757;9-sep-12;60
CS1627;28-jul-12;65
CS3312;2-jun-11;91
CS1733;26-jul-14;56
CS5791;24-feb-15;50
CS4611;6-dic-14;54
CS1858;13-jun-12;88
CS4172;21-nov-12;35
CS3719;11-abr-14;54
CS4975;26-abr-13;66
CS2244;12-jul-14;79
CS1127;24-nov-11;39
CS1171;2-may-14;67
CS3196;8-ene-12;61
CS5224;18-oct-14;84
CS5922;13-ene-15;60
CS3017;23-may-14;76
CS3874;22-ago-12;105
CS4489;18-sep-11;74
CS2310;28-jun-11;47
CS4589;28-dic-13;98
CS3242;15-may-13;49
CS2935;22-mar-12;76
CS5328;25-abr-12;80
CS2624;23-may-14;76
CS3685;26-nov-12;61
CS5346;25-jul-13;66
CS4959;24-sep-11;75
CS1954;2-abr-12;104
CS2253;19-ene-15;93
CS3015;14-mar-12;96
CS5598;24-jul-13;91
CS3291;26-jul-11;93
CS1854;13-dic-13;92
CS3541;18-feb-13;97
CS1128;29-mar-14;104
CS4882;8-nov-12;44
CS4119;24-may-11;42
CS2212;3-ago-11;38
CS4564;12-mar-12;54
CS3807;4-ene-13;52
CS2726;5-nov-13;79
CS3151;27-mar-12;62
CS5451;13-ago-13;98
CS5265;19-oct-11;71
CS4312;3-oct-13;99
CS5007;7-nov-14;66
CS3867;20-abr-14;89
CS1158;4-dic-14;42
CS3871;8-mar-15;75
CS1720;7-dic-12;82
CS1627;19-jul-14;38
CS1806;24-ene-12;40
CS4627;30-ago-12;76
CS3145;20-jun-11;105
CS3843;7-jun-11;100
CS2565;5-jul-13;50
CS4169;27-jul-11;81
CS3412;27-ago-13;100
CS2635;29-nov-13;76
CS1720;6-feb-15;62
CS5107;30-may-14;103
CS5606;20-mar-14;94
CS6109;4-may-12;43
CS2817;23-jul-12;44
CS2406;22-ago-13;36
CS3929;14-may-12;94
CS5945;11-jun-11;65
CS3659;28-feb-13;91
CS4458;2-dic-12;56
CS5947;8-feb-13;59
CS3819;8-ene-14;66
CS5858;27-jun-14;58
CS1504;6-ene-13;55
CS4195;2-nov-13;72
CS1776;24-jul-11;39
CS1643;7-ago-12;41
CS1485;15-may-13;89
CS1485;6-oct-14;96
CS3526;12-nov-14;73
CS5657;25-dic-13;48
CS1249;12-ene-12;86
CS3911;14-may-13;48
CS3505;20-oct-14;84
CS1237;24-abr-14;101
CS5823;11-oct-13;43
CS4241;20-jun-11;40
CS4687;28-sep-13;70
CS3698;2-nov-13;81
CS3919;14-ago-12;36
CS5047;4-sep-13;35
CS2677;3-may-14;80
CS3175;16-feb-12;78
CS1355;7-may-12;105
CS3846;30-may-14;57
CS3146;25-nov-12;93
CS2413;18-jul-13;89
CS2707;12-jul-14;76
CS2373;9-ene-14;40
CS1886;4-nov-13;49
CS2531;2-oct-13;87
CS3759;10-mar-13;92
CS2179;11-jun-13;37
CS4477;15-oct-14;50
CS5072;7-sep-13;70
CS5934;23-jun-13;82
CS4936;19-ene-13;93
CS5536;23-abr-12;57
CS5818;25-jul-14;101
CS3946;18-ene-15;36
CS2615;4-ene-12;101
CS5176;24-oct-11;87
CS2487;20-dic-13;101
CS2509;25-jul-12;101
CS2663;24-dic-13;62
CS1339;15-may-12;57
CS1959;14-may-14;85
CS1529;7-oct-13;75
CS2257;30-nov-14;92
CS5821;12-ago-13;47
CS3353;29-dic-14;88
CS3233;31-dic-12;80
CS4635;21-oct-13;90
CS2095;7-ago-13;97
CS3454;22-ene-15;55
CS2780;27-ene-15;94
CS3678;26-abr-12;38
CS4523;24-sep-12;39
CS5460;8-mar-15;92
CS2721;18-feb-14;52
CS2355;24-mar-14;73
CS5169;17-ene-13;88
CS3679;10-ene-13;54
CS1114;24-ago-11;94
CS3584;19-may-13;88
CS2021;15-ago-13;90
CS1298;21-dic-11;102
CS2544;9-dic-13;64
CS2493;9-oct-13;75
CS4312;18-abr-14;96
CS3072;29-ene-13;44
CS1632;23-jun-14;73
CS2004;27-nov-11;104
CS1547;12-abr-12;78
CS4749;11-ene-12;46
CS2789;11-ene-13;87
CS3287;30-ene-15;62
CS4934;11-feb-12;68
CS4513;8-mar-13;89
CS4380;16-abr-13;63
CS2003;26-sep-11;90
CS4130;29-jul-12;54
CS5437;24-dic-12;75
CS2871;7-oct-14;69
CS3668;17-ene-12;77
CS2577;4-oct-11;46
CS2260;24-sep-14;60
CS1669;16-may-13;36
CS4541;4-oct-12;42
CS2700;22-nov-14;62
CS5977;27-ago-11;82
CS4590;19-sep-13;46
CS1979;4-jun-11;70
CS5238;15-dic-13;77
CS5594;12-may-12;43
CS3958;30-may-13;100
CS2075;23-may-14;63
CS2003;14-jul-12;82
CS5031;14-sep-14;50
CS4711;10-feb-15;93
CS5759;1-oct-13;92
CS4217;20-sep-14;71
CS1312;24-ago-14;96
CS2910;23-nov-11;40
CS4298;20-dic-13;64
CS1230;21-dic-11;43
CS3769;11-jul-11;85
CS2900;14-jul-13;76
CS3853;10-may-12;91
CS1479;9-jul-11;95
CS4004;27-oct-11;75
CS4590;10-jun-14;63
CS1802;10-abr-14;45
CS2245;11-dic-14;75
CS3712;2-sep-14;45
CS2496;13-feb-15;62
CS2080;14-jul-12;73
CS2098;18-sep-11;77
CS5637;22-nov-14;100
CS3898;11-ago-11;58
CS4456;22-jul-13;89
CS5424;28-jul-13;82
CS5526;12-feb-13;69
CS1391;6-nov-12;61
CS3976;5-dic-11;84
CS2795;31-oct-12;43
CS2236;10-sep-11;42
CS4340;21-jul-12;87
CS1858;27-jun-13;51
CS2362;10-ene-15;44
CS3228;5-jul-14;67
CS4777;15-feb-13;69
CS4714;13-abr-13;60
CS2716;2-abr-13;103
CS5018;31-dic-14;98
CS2895;1-nov-11;55
CS4375;23-dic-12;38
CS2093;1-sep-11;58
CS2788;21-mar-13;42
CS4503;29-jul-14;42
CS2394;16-mar-14;71
CS4428;17-abr-13;65
CS5468;20-nov-12;91
CS5157;16-sep-14;66
CS2089;30-dic-11;70
CS3014;26-ago-12;75
CS4063;18-sep-12;68
CS5419;28-sep-14;100
CS5428;9-nov-12;65
CS3604;5-dic-11;74
CS5573;25-nov-13;52
CS5719;2-nov-13;69
CS5984;10-oct-14;77
CS2263;10-jul-12;86
CS2034;18-ago-14;41
CS1590;2-ene-14;67
CS2095;20-dic-14;96
CS2680;26-abr-12;99
CS2737;27-may-11;90
CS2980;28-oct-12;50
CS3982;21-oct-11;46
CS1197;7-oct-11;53
CS2536;2-jun-12;73
CS5713;12-oct-13;104
CS5948;6-ago-12;47
CS4532;16-may-12;98
CS2030;18-nov-11;99
CS5503;10-feb-14;93
CS5184;7-ene-14;81
CS5556;20-sep-14;46
CS5098;5-mar-12;98
CS3602;5-oct-12;67
CS3641;8-feb-14;81
CS3440;2-ene-15;39
CS2354;9-oct-11;55
CS5137;30-oct-11;80
CS4421;2-oct-11;61
CS5979;9-mar-15;97
CS5467;17-sep-13;39
CS3870;5-jun-14;102
CS5114;20-mar-13;58
CS4649;10-ago-12;56
CS2314;20-jun-12;40
CS3004;30-nov-11;91
CS4555;26-abr-12;67
CS5222;27-ago-12;41
CS3368;4-sep-14;49
CS1555;4-may-14;51
CS1433;8-nov-13;55
CS3823;17-jun-12;102
CS1529;1-dic-12;99
CS5617;20-jun-14;46
CS1988;21-ene-13;62
CS1152;21-nov-13;61
CS3022;15-feb-13;97
CS1196;12-feb-14;64
CS4955;17-may-13;70
CS5270;10-jul-12;93
CS3481;13-may-14;82
CS5113;17-dic-11;93
CS6034;16-ene-15;81
CS4025;15-feb-14;97
CS4722;7-nov-14;89
CS3300;10-jul-12;52
CS3140;4-sep-13;70
CS2393;9-mar-12;37
CS4654;26-sep-14;85
CS2869;16-sep-13;55
CS3427;28-nov-12;54
CS1580;7-sep-14;84
CS3327;1-may-14;71
CS6025;24-dic-12;38
CS2633;28-jul-11;64
CS5599;31-dic-13;83
CS1391;20-jul-13;73
CS4495;28-nov-14;35
CS5229;24-dic-12;82
CS4579;17-jun-13;65
CS3812;27-jun-12;53
CS3075;7-oct-13;91
CS3093;14-oct-13;84
CS2228;22-nov-14;52
CS2940;23-jul-12;105
CS1798;24-sep-13;56
CS1260;8-dic-11;74
CS1357;13-jun-14;100
CS4256;8-ene-15;73
CS1600;23-ago-14;83
CS5670;25-ago-14;91
CS2761;4-feb-15;42
CS2916;7-jul-12;50
CS3253;12-jul-13;103
CS2277;17-may-12;41
CS1880;6-nov-11;63
CS5933;12-ene-15;38
CS2639;26-jul-13;101
CS2811;1-mar-14;50
CS2010;10-ago-11;54
CS4244;13-dic-14;95
CS5792;30-ago-14;57
CS3182;12-jun-11;43
CS3449;18-jun-13;96
CS4685;19-mar-13;85
CS5872;29-sep-13;78
CS1199;8-sep-12;91
CS5933;17-feb-12;87
CS1750;21-may-11;44
CS5503;3-ago-13;66
CS2127;27-ago-13;63
CS2804;8-ene-14;79
CS1246;19-dic-12;89
CS4607;7-dic-11;90
CS1571;13-feb-15;36
CS3087;30-mar-14;84
CS4550;13-jun-12;73
CS3191;12-sep-11;68
CS4516;29-may-13;67
CS5091;15-ene-14;75
CS3450;22-nov-12;90
CS1599;14-abr-12;104
CS1821;21-ago-13;100
CS2464;24-ago-12;53
CS4473;5-jun-14;54
CS1692;15-mar-15;49
CS3732;11-nov-11;97
CS4801;8-mar-13;64
CS1520;13-may-14;38
CS2837;4-dic-14;38
CS3045;5-jul-13;95
CS3621;7-nov-11;65
CS2055;22-abr-14;51
CS4290;28-ago-13;37
CS1327;17-mar-12;77
CS5680;17-jun-11;74
CS4463;24-sep-14;77
CS1390;23-ago-14;67
CS3388;18-dic-11;60
CS5376;29-jul-12;58
CS3404;15-feb-15;80
CS1779;2-jul-13;66
CS3664;28-ago-12;95
CS1452;20-sep-12;63
CS5896;3-sep-11;63
CS5056;7-ago-14;81
CS4805;15-nov-14;100
CS2167;1-ago-11;102
CS5639;6-ago-11;100
CS1354;12-ago-11;70
CS4003;1-dic-14;66
CS2876;28-oct-13;39
CS4446;19-jun-13;59
CS1313;29-ago-11;87
CS5291;14-ago-12;72
CS4049;7-dic-14;63
CS3201;18-sep-12;101
CS1888;24-nov-13;101
CS5123;12-may-13;62
CS4437;30-dic-12;63
CS4106;16-ago-11;72
CS2174;21-sep-13;79
CS2384;31-ene-15;53
CS1672;17-abr-13;67
CS1336;22-may-14;97
CS1518;1-feb-13;52
CS2330;27-may-12;48
CS5971;7-dic-13;62
CS3033;19-nov-12;71
CS5695;15-may-12;60
CS4121;4-jun-14;62
CS3061;30-jul-11;96
CS5744;25-feb-13;69
CS4596;27-mar-14;94
CS3833;19-jun-11;81
CS2796;6-dic-12;82
CS3241;30-ago-11;39
CS3631;19-nov-11;52
CS1350;7-oct-13;58
CS1477;2-may-12;46
CS2819;14-mar-12;49
CS2182;28-nov-13;64
CS1364;6-abr-13;60
CS3265;19-dic-11;46
CS2018;25-ene-12;80
CS1344;2-nov-13;62
CS4667;8-oct-12;37
CS5545;3-oct-12;81
CS5865;27-dic-12;66
CS2601;29-ene-15;69
CS5138;26-jul-13;68
CS4783;6-sep-11;59
CS2596;22-dic-14;96
CS2647;15-nov-14;86
CS2210;22-dic-11;47
CS3652;17-oct-12;89
CS3571;28-oct-14;38
CS5311;9-jun-13;87
CS5052;27-abr-13;95
CS4215;3-abr-12;67
CS3390;4-sep-13;65
CS3252;6-sep-12;93
CS1868;30-ene-12;36
CS4214;9-oct-13;99
CS5323;26-ene-14;37
CS2103;19-ago-12;100
CS1995;1-abr-12;73
CS4686;9-ene-12;76
CS5334;3-jun-11;54
CS1245;28-may-11;62
CS3408;3-feb-13;94
CS2946;19-jul-13;72
CS5256;4-jul-11;103
CS5995;30-abr-13;75
CS4855;1-ene-14;91
CS3741;27-dic-14;64
CS4691;18-feb-14;101
CS2389;19-may-14;69
CS1140;21-may-13;73
CS5747;7-sep-12;54
CS4944;12-jul-11;95
CS5072;5-oct-12;57
CS1706;22-jun-13;82
CS2172;13-ene-15;60
CS4942;13-jun-14;70
CS5084;11-feb-15;66
CS3283;25-abr-12;53
CS5152;14-jul-11;94
CS1295;16-ene-12;37
CS1724;21-ago-12;65
CS3742;19-dic-11;85
CS2325;18-may-14;72
CS3187;15-dic-12;44
CS4150;24-jul-14;44
CS4195;7-mar-13;71
CS4985;1-oct-13;54
CS3002;28-dic-11;94
CS3646;19-dic-12;58
CS2413;19-jun-14;100
CS2608;19-jun-11;65
CS5283;4-dic-12;100
CS2964;30-nov-13;102
CS2463;3-mar-15;96
CS4386;24-ago-13;84
CS2661;23-abr-13;41
CS2990;12-may-13;62
CS3969;26-mar-14;76
CS5594;1-oct-12;44
CS5613;19-jun-11;39
CS2356;20-nov-13;87
CS5393;19-mar-14;64
CS6007;28-sep-14;79
CS4784;8-mar-14;38
CS2203;9-nov-14;55
CS5604;9-jul-13;65
CS5156;10-dic-14;51
CS4306;8-sep-13;35
CS3036;30-jun-14;72
CS5954;30-jul-14;55
CS5678;27-jun-13;88
CS1279;3-sep-14;67
CS2081;3-may-13;99
CS3916;4-abr-13;41
CS1947;24-sep-12;55
CS4025;8-sep-12;54
CS2127;5-mar-15;56
CS1969;12-nov-11;38
CS5383;27-sep-11;83
CS4175;19-abr-14;68
CS6061;14-nov-13;84
CS4599;2-abr-14;70
CS1800;12-jul-14;66
CS4695;4-may-14;71
CS2243;12-jun-12;91
CS5217;29-oct-12;92
CS2694;17-jun-12;93
CS4510;25-sep-13;37
CS3346;2-abr-13;82
CS3455;12-abr-13;86
CS4457;27-jun-14;63
CS2747;14-mar-12;100
CS1802;1-feb-15;68
CS5788;15-ago-12;99
CS3963;11-jul-11;92
CS3536;5-jun-13;84
CS3678;29-nov-12;70
CS2878;13-feb-14;67
CS2498;5-mar-14;52
CS4514;5-mar-14;44
CS5725;25-feb-14;91
CS1319;7-ago-14;51
CS6023;20-nov-12;98
CS3244;28-sep-11;51
CS3614;21-sep-14;62
CS5825;12-sep-13;39
CS3101;14-ago-12;75
CS1461;13-oct-11;48
CS1164;6-jul-13;94
CS3166;30-nov-13;86
CS2494;15-mar-15;72
CS2349;23-jun-12;72
CS3873;17-ago-14;51
CS2525;25-ene-14;71
CS2508;10-sep-11;55
CS5107;3-ago-11;64
CS2366;9-jul-13;42
CS3566;21-ago-13;49
CS5707;14-ago-12;66
CS4944;26-ene-13;55
CS4558;24-may-13;60
CS2854;25-dic-14;44
CS1870;2-jul-14;45
CS3597;13-ene-15;93
CS5481;4-jul-14;52
CS5191;23-jun-12;89
CS2422;3-jun-12;99
CS5492;1-nov-14;89
CS1841;8-sep-11;83
CS3267;19-jun-14;42
CS4787;13-ago-11;39
CS2009;19-dic-14;82
CS1338;16-abr-14;103
CS4003;14-jul-12;74
CS4382;30-jul-13;40
CS1540;9-dic-14;93
CS5741;27-sep-14;82
CS1679;4-ago-12;101
CS2592;6-may-13;82
CS5491;20-feb-13;66
CS4795;23-oct-14;63
CS2295;11-may-13;85
CS1788;18-dic-13;69
CS6086;27-may-12;105
CS5163;18-sep-13;75
CS1316;10-may-12;100
CS1290;3-nov-12;97
CS5074;3-sep-13;48
CS3157;3-dic-12;66
CS3855;18-mar-14;64
CS2093;14-nov-11;39
CS1473;3-ene-13;101
CS3092;28-nov-12;42
CS3972;26-ene-12;71
CS3024;27-nov-11;95
CS3639;25-feb-13;60
CS2371;25-abr-14;105
CS3352;26-ene-15;54
CS1490;10-feb-15;39
CS6039;22-jun-12;81
